note,note_clean,type,type_token,amount,date_time,category,model_text_textonly,model_text_with_type
Live Music - Venue,live music - venue,Expense,[TYPE_EXPENSE],40.0,2024-09-18 21:00:00.000,Entertainment,live music - venue,[TYPE_EXPENSE] live music - venue
Byblos Casino - Night,byblos casino - night,Expense,[TYPE_EXPENSE],37.0,2024-09-29 22:30:00.000,Entertainment,byblos casino - night,[TYPE_EXPENSE] byblos casino - night
Theater Play - Ticket,theater play - ticket,Expense,[TYPE_EXPENSE],26.0,2024-10-08 20:30:00.000,Entertainment,theater play - ticket,[TYPE_EXPENSE] theater play - ticket
Festival - Local Ticket,festival - local ticket,Expense,[TYPE_EXPENSE],42.0,2024-10-18 21:00:00.000,Entertainment,festival - local ticket,[TYPE_EXPENSE] festival - local ticket
Streaming Service - Monthly,streaming service - monthly,Expense,[TYPE_EXPENSE],15.0,2024-10-30 21:00:00.000,Entertainment,streaming service - monthly,[TYPE_EXPENSE] streaming service - monthly
Concert - Outdoor Event,concert - outdoor event,Expense,[TYPE_EXPENSE],58.0,2024-11-09 20:30:00.000,Entertainment,concert - outdoor event,[TYPE_EXPENSE] concert - outdoor event
Beirut Opera Night,beirut opera night,Expense,[TYPE_EXPENSE],34.0,2024-12-07 20:45:00.000,Entertainment,beirut opera night,[TYPE_EXPENSE] beirut opera night
Summer Stage Ticket,summer stage ticket,Expense,[TYPE_EXPENSE],28.5,2024-12-08 21:00:00.000,Entertainment,summer stage ticket,[TYPE_EXPENSE] summer stage ticket
Streaming Annual Plan,streaming annual plan,Expense,[TYPE_EXPENSE],19.99,2024-12-29 21:00:00.000,Entertainment,streaming annual plan,[TYPE_EXPENSE] streaming annual plan
Cultural Night Ticket,cultural night ticket,Expense,[TYPE_EXPENSE],44.0,2025-01-09 20:45:00.000,Entertainment,cultural night ticket,[TYPE_EXPENSE] cultural night ticket
Indie Concert,indie concert,Expense,[TYPE_EXPENSE],31.0,2025-01-23 21:10:00.000,Entertainment,indie concert,[TYPE_EXPENSE] indie concert
Theatre Gala,theatre gala,Expense,[TYPE_EXPENSE],22.0,2025-02-02 20:00:00.000,Entertainment,theatre gala,[TYPE_EXPENSE] theatre gala
Music Hall Ticket,music hall ticket,Expense,[TYPE_EXPENSE],29.5,2025-02-16 21:00:00.000,Entertainment,music hall ticket,[TYPE_EXPENSE] music hall ticket
Cultural Night - Ticket,cultural night - ticket,Expense,[TYPE_EXPENSE],38.0,2025-02-26 20:45:00.000,Entertainment,cultural night - ticket,[TYPE_EXPENSE] cultural night - ticket
Hamra Street Live - Event,hamra street live - event,Expense,[TYPE_EXPENSE],28.0,2025-03-26 21:10:00.000,Entertainment,hamra street live - event,[TYPE_EXPENSE] hamra street live - event
Byblos Festival - VIP,byblos festival - vip,Expense,[TYPE_EXPENSE],95.0,2025-03-27 20:00:00.000,Entertainment,byblos festival - vip,[TYPE_EXPENSE] byblos festival - vip
Live Theater - Ticket,live theater - ticket,Expense,[TYPE_EXPENSE],32.0,2025-04-17 20:30:00.000,Entertainment,live theater - ticket,[TYPE_EXPENSE] live theater - ticket
Comedy Night - Entry,comedy night - entry,Expense,[TYPE_EXPENSE],14.0,2025-04-28 21:00:00.000,Entertainment,comedy night - entry,[TYPE_EXPENSE] comedy night - entry
Outdoor Concert - Ticket,outdoor concert - ticket,Expense,[TYPE_EXPENSE],48.0,2025-05-12 20:45:00.000,Entertainment,outdoor concert - ticket,[TYPE_EXPENSE] outdoor concert - ticket
Museum Entry - Ticket,museum entry - ticket,Expense,[TYPE_EXPENSE],20.0,2025-05-23 15:00:00.000,Entertainment,museum entry - ticket,[TYPE_EXPENSE] museum entry - ticket
Streaming Service - Monthly,streaming service - monthly,Expense,[TYPE_EXPENSE],13.0,2025-06-04 21:00:00.000,Entertainment,streaming service - monthly,[TYPE_EXPENSE] streaming service - monthly
Cultural Festival - Entry,cultural festival - entry,Expense,[TYPE_EXPENSE],36.0,2025-06-14 21:00:00.000,Entertainment,cultural festival - entry,[TYPE_EXPENSE] cultural festival - entry
Byblos Festival - Entry,byblos festival - entry,Expense,[TYPE_EXPENSE],34.0,2025-07-12 20:30:00.000,Entertainment,byblos festival - entry,[TYPE_EXPENSE] byblos festival - entry
Zouk Mikael - Concert,zouk mikael - concert,Expense,[TYPE_EXPENSE],28.0,2025-07-13 21:00:00.000,Entertainment,zouk mikael - concert,[TYPE_EXPENSE] zouk mikael - concert
Cinema City - Premium,cinema city - premium,Expense,[TYPE_EXPENSE],55.0,2025-08-03 21:00:00.000,Entertainment,cinema city - premium,[TYPE_EXPENSE] cinema city - premium
Live Music - Venue,live music - venue,Expense,[TYPE_EXPENSE],30.0,2025-08-18 21:30:00.000,Entertainment,live music - venue,[TYPE_EXPENSE] live music - venue
Theater Play - Ticket,theater play - ticket,Expense,[TYPE_EXPENSE],18.0,2025-08-28 20:00:00.000,Entertainment,theater play - ticket,[TYPE_EXPENSE] theater play - ticket
Cinema - Standard,cinema - standard,Expense,[TYPE_EXPENSE],14.0,2025-09-11 21:00:00.000,Entertainment,cinema - standard,[TYPE_EXPENSE] cinema - standard
Festival - Ticket,festival - ticket,Expense,[TYPE_EXPENSE],40.0,2025-09-21 21:00:00.000,Entertainment,festival - ticket,[TYPE_EXPENSE] festival - ticket
Theater - Play,theater - play,Expense,[TYPE_EXPENSE],26.0,2025-10-05 20:30:00.000,Entertainment,theater - play,[TYPE_EXPENSE] theater - play
Festival - Local,festival - local,Expense,[TYPE_EXPENSE],42.0,2025-10-15 21:00:00.000,Entertainment,festival - local,[TYPE_EXPENSE] festival - local
Cinema City - Premium,cinema city - premium,Expense,[TYPE_EXPENSE],28.0,2025-11-05 21:10:00.000,Entertainment,cinema city - premium,[TYPE_EXPENSE] cinema city - premium
Byblos International Festival - Ticket,byblos international festival - ticket,Expense,[TYPE_EXPENSE],85.0,2025-11-06 20:00:00.000,Entertainment,byblos international festival - ticket,[TYPE_EXPENSE] byblos international festival - ticket
Casino du Liban - Entry,casino du liban - entry,Expense,[TYPE_EXPENSE],40.0,2025-11-26 22:00:00.000,Entertainment,casino du liban - entry,[TYPE_EXPENSE] casino du liban - entry
Live Music - Venue Ticket,live music - venue ticket,Expense,[TYPE_EXPENSE],36.0,2025-12-03 21:00:00.000,Entertainment,live music - venue ticket,[TYPE_EXPENSE] live music - venue ticket
Byblos Casino - Night,byblos casino - night,Expense,[TYPE_EXPENSE],38.0,2025-12-14 22:30:00.000,Entertainment,byblos casino - night,[TYPE_EXPENSE] byblos casino - night
Theater Play - Ticket,theater play - ticket,Expense,[TYPE_EXPENSE],30.0,2025-12-23 20:30:00.000,Entertainment,theater play - ticket,[TYPE_EXPENSE] theater play - ticket
Comedy Club - Entry,comedy club - entry,Expense,[TYPE_EXPENSE],18.0,2026-01-02 21:10:00.000,Entertainment,comedy club - entry,[TYPE_EXPENSE] comedy club - entry
Indie Film Night - Ticket,indie film night - ticket,Expense,[TYPE_EXPENSE],24.0,2026-01-14 20:30:00.000,Entertainment,indie film night - ticket,[TYPE_EXPENSE] indie film night - ticket
Cultural Festival - Entry,cultural festival - entry,Expense,[TYPE_EXPENSE],36.0,2026-01-24 21:00:00.000,Entertainment,cultural festival - entry,[TYPE_EXPENSE] cultural festival - entry
Beirut Jazz Club,beirut jazz club,Expense,[TYPE_EXPENSE],32.0,2026-06-12 21:15:00.000,Entertainment,beirut jazz club,[TYPE_EXPENSE] beirut jazz club
Byblos Festival - Ticket,byblos festival - ticket,Expense,[TYPE_EXPENSE],55.0,2026-06-13 20:50:00.000,Entertainment,byblos festival - ticket,[TYPE_EXPENSE] byblos festival - ticket
Cinema City - Premium,cinema city - premium,Expense,[TYPE_EXPENSE],28.0,2026-06-14 21:10:00.000,Entertainment,cinema city - premium,[TYPE_EXPENSE] cinema city - premium
Classical Concert - Hall,classical concert - hall,Expense,[TYPE_EXPENSE],21.0,2026-07-12 19:30:00.000,Entertainment,classical concert - hall,[TYPE_EXPENSE] classical concert - hall
Art House Screening - Ticket,art house screening - ticket,Expense,[TYPE_EXPENSE],29.0,2026-07-26 20:45:00.000,Entertainment,art house screening - ticket,[TYPE_EXPENSE] art house screening - ticket
Comedy Club Night - Ticket,comedy club night - ticket,Expense,[TYPE_EXPENSE],16.0,2026-08-05 21:10:00.000,Entertainment,comedy club night - ticket,[TYPE_EXPENSE] comedy club night - ticket
Beirut Jazz Club,beirut jazz club,Expense,[TYPE_EXPENSE],32.0,2026-09-29 21:15:00.000,Entertainment,beirut jazz club,[TYPE_EXPENSE] beirut jazz club
Byblos Festival,byblos festival,Expense,[TYPE_EXPENSE],55.0,2026-09-30 20:50:00.000,Entertainment,byblos festival,[TYPE_EXPENSE] byblos festival
Cinema City,cinema city,Expense,[TYPE_EXPENSE],28.0,2026-10-01 21:10:00.000,Entertainment,cinema city,[TYPE_EXPENSE] cinema city
Casino du Liban,casino du liban,Expense,[TYPE_EXPENSE],40.0,2026-10-02 22:00:00.000,Entertainment,casino du liban,[TYPE_EXPENSE] casino du liban
Live Music Venue,live music venue,Expense,[TYPE_EXPENSE],36.0,2026-10-03 21:00:00.000,Entertainment,live music venue,[TYPE_EXPENSE] live music venue
Classical Concert Hall,classical concert hall,Expense,[TYPE_EXPENSE],21.0,2026-10-04 19:30:00.000,Entertainment,classical concert hall,[TYPE_EXPENSE] classical concert hall
Comedy Club,comedy club,Expense,[TYPE_EXPENSE],18.0,2026-10-05 21:10:00.000,Entertainment,comedy club,[TYPE_EXPENSE] comedy club
Indie Film Night,indie film night,Expense,[TYPE_EXPENSE],24.0,2026-10-06 20:30:00.000,Entertainment,indie film night,[TYPE_EXPENSE] indie film night
Beirut Jazz Club - Show,beirut jazz club - show,Expense,[TYPE_EXPENSE],32.0,2027-01-16 21:15:00.000,Entertainment,beirut jazz club - show,[TYPE_EXPENSE] beirut jazz club - show
Byblos Festival - Ticket,byblos festival - ticket,Expense,[TYPE_EXPENSE],55.0,2027-01-17 20:50:00.000,Entertainment,byblos festival - ticket,[TYPE_EXPENSE] byblos festival - ticket
Cinema City - Screening,cinema city - screening,Expense,[TYPE_EXPENSE],28.0,2027-01-18 21:10:00.000,Entertainment,cinema city - screening,[TYPE_EXPENSE] cinema city - screening
Casino du Liban - Entry,casino du liban - entry,Expense,[TYPE_EXPENSE],40.0,2027-01-19 22:00:00.000,Entertainment,casino du liban - entry,[TYPE_EXPENSE] casino du liban - entry
Live Music Venue - Ticket,live music venue - ticket,Expense,[TYPE_EXPENSE],36.0,2027-01-20 21:00:00.000,Entertainment,live music venue - ticket,[TYPE_EXPENSE] live music venue - ticket
Classical Concert - Hall,classical concert - hall,Expense,[TYPE_EXPENSE],21.0,2027-01-21 19:30:00.000,Entertainment,classical concert - hall,[TYPE_EXPENSE] classical concert - hall
Comedy Club - Night,comedy club - night,Expense,[TYPE_EXPENSE],18.0,2027-01-22 21:10:00.000,Entertainment,comedy club - night,[TYPE_EXPENSE] comedy club - night
Indie Film Night - Ticket,indie film night - ticket,Expense,[TYPE_EXPENSE],24.0,2027-01-23 20:30:00.000,Entertainment,indie film night - ticket,[TYPE_EXPENSE] indie film night - ticket
Zouk Mikael Festival Ticket,zouk mikael festival ticket,Expense,[TYPE_EXPENSE],45.0,2026-08-23 20:00:00.000,Entertainment,zouk mikael festival ticket,[TYPE_EXPENSE] zouk mikael festival ticket
Beirut Souks Event Ticket,beirut souks event ticket,Expense,[TYPE_EXPENSE],30.0,2026-08-24 19:30:00.000,Entertainment,beirut souks event ticket,[TYPE_EXPENSE] beirut souks event ticket
Byblos Casino Night Ticket,byblos casino night ticket,Expense,[TYPE_EXPENSE],75.0,2026-09-03 22:30:00.000,Entertainment,byblos casino night ticket,[TYPE_EXPENSE] byblos casino night ticket
Live Concert Ticket - Venue,live concert ticket - venue,Expense,[TYPE_EXPENSE],18.0,2026-09-09 21:10:00.000,Entertainment,live concert ticket - venue,[TYPE_EXPENSE] live concert ticket - venue
Streaming Subscription - Monthly,streaming subscription - monthly,Expense,[TYPE_EXPENSE],9.99,2026-09-16 21:00:00.000,Entertainment,streaming subscription - monthly,[TYPE_EXPENSE] streaming subscription - monthly
Casino du Liban - Night,casino du liban - night,Expense,[TYPE_EXPENSE],35.0,2026-09-21 22:00:00.000,Entertainment,casino du liban - night,[TYPE_EXPENSE] casino du liban - night
Streaming Service - Subscription,streaming service - subscription,Expense,[TYPE_EXPENSE],9.99,2026-09-27 21:00:00.000,Entertainment,streaming service - subscription,[TYPE_EXPENSE] streaming service - subscription
Casino du Liban - Entry,casino du liban - entry,Expense,[TYPE_EXPENSE],35.0,2026-10-02 22:00:00.000,Entertainment,casino du liban - entry,[TYPE_EXPENSE] casino du liban - entry
Streaming Subscription - Annual,streaming subscription - annual,Expense,[TYPE_EXPENSE],9.99,2026-10-08 21:00:00.000,Entertainment,streaming subscription - annual,[TYPE_EXPENSE] streaming subscription - annual
Casino du Liban - Show,casino du liban - show,Expense,[TYPE_EXPENSE],35.0,2026-10-13 22:00:00.000,Entertainment,casino du liban - show,[TYPE_EXPENSE] casino du liban - show
Streaming Service - Monthly Fee,streaming service - monthly fee,Expense,[TYPE_EXPENSE],9.99,2026-10-19 21:00:00.000,Entertainment,streaming service - monthly fee,[TYPE_EXPENSE] streaming service - monthly fee
Cinema Royale Ticket,cinema royale ticket,Expense,[TYPE_EXPENSE],14.0,2027-03-22 20:30:00.000,Entertainment,cinema royale ticket,[TYPE_EXPENSE] cinema royale ticket
Opera House Event,opera house event,Expense,[TYPE_EXPENSE],40.0,2027-03-23 19:45:00.000,Entertainment,opera house event,[TYPE_EXPENSE] opera house event
Theatre Square Play,theatre square play,Expense,[TYPE_EXPENSE],25.0,2027-03-24 20:00:00.000,Entertainment,theatre square play,[TYPE_EXPENSE] theatre square play
Jazz Corner Live,jazz corner live,Expense,[TYPE_EXPENSE],18.0,2027-03-25 21:15:00.000,Entertainment,jazz corner live,[TYPE_EXPENSE] jazz corner live
Festival Grounds Entry,festival grounds entry,Expense,[TYPE_EXPENSE],30.0,2027-03-26 18:00:00.000,Entertainment,festival grounds entry,[TYPE_EXPENSE] festival grounds entry
Playhouse Ticket,playhouse ticket,Expense,[TYPE_EXPENSE],12.0,2027-03-27 17:30:00.000,Entertainment,playhouse ticket,[TYPE_EXPENSE] playhouse ticket
Museum of Beirut Entry,museum of beirut entry,Expense,[TYPE_EXPENSE],10.0,2027-03-28 15:00:00.000,Entertainment,museum of beirut entry,[TYPE_EXPENSE] museum of beirut entry
Science Center Visit,science center visit,Expense,[TYPE_EXPENSE],8.5,2027-03-29 11:00:00.000,Entertainment,science center visit,[TYPE_EXPENSE] science center visit
Classical Concert Ticket,classical concert ticket,Expense,[TYPE_EXPENSE],21.0,2027-04-09 19:30:00.000,Entertainment,classical concert ticket,[TYPE_EXPENSE] classical concert ticket
Art House Screening,art house screening,Expense,[TYPE_EXPENSE],29.0,2027-04-23 20:45:00.000,Entertainment,art house screening,[TYPE_EXPENSE] art house screening
Comedy Club Night,comedy club night,Expense,[TYPE_EXPENSE],16.0,2027-05-03 21:10:00.000,Entertainment,comedy club night,[TYPE_EXPENSE] comedy club night
Indie Film Night,indie film night,Expense,[TYPE_EXPENSE],24.0,2027-05-15 20:30:00.000,Entertainment,indie film night,[TYPE_EXPENSE] indie film night
Cultural Festival Entry,cultural festival entry,Expense,[TYPE_EXPENSE],36.0,2027-05-25 21:00:00.000,Entertainment,cultural festival entry,[TYPE_EXPENSE] cultural festival entry
Music Hall Ticket,music hall ticket,Expense,[TYPE_EXPENSE],29.5,2027-06-17 21:00:00.000,Entertainment,music hall ticket,[TYPE_EXPENSE] music hall ticket
Cultural Night Ticket,cultural night ticket,Expense,[TYPE_EXPENSE],38.0,2027-06-27 20:45:00.000,Entertainment,cultural night ticket,[TYPE_EXPENSE] cultural night ticket
Zouk Mikael Festival Ticket,zouk mikael festival ticket,Expense,[TYPE_EXPENSE],45.0,2027-07-10 20:00:00.000,Entertainment,zouk mikael festival ticket,[TYPE_EXPENSE] zouk mikael festival ticket
Beirut Souks Event Ticket,beirut souks event ticket,Expense,[TYPE_EXPENSE],30.0,2027-07-11 19:30:00.000,Entertainment,beirut souks event ticket,[TYPE_EXPENSE] beirut souks event ticket
Byblos Casino Night Ticket,byblos casino night ticket,Expense,[TYPE_EXPENSE],75.0,2027-07-21 22:30:00.000,Entertainment,byblos casino night ticket,[TYPE_EXPENSE] byblos casino night ticket
Live Concert Ticket - Venue,live concert ticket - venue,Expense,[TYPE_EXPENSE],18.0,2027-07-27 21:10:00.000,Entertainment,live concert ticket - venue,[TYPE_EXPENSE] live concert ticket - venue
Streaming Subscription - Monthly,streaming subscription - monthly,Expense,[TYPE_EXPENSE],9.99,2027-08-03 21:00:00.000,Entertainment,streaming subscription - monthly,[TYPE_EXPENSE] streaming subscription - monthly
Casino du Liban - Night,casino du liban - night,Expense,[TYPE_EXPENSE],35.0,2027-08-08 22:00:00.000,Entertainment,casino du liban - night,[TYPE_EXPENSE] casino du liban - night
Streaming Service - Subscription,streaming service - subscription,Expense,[TYPE_EXPENSE],9.99,2027-08-14 21:00:00.000,Entertainment,streaming service - subscription,[TYPE_EXPENSE] streaming service - subscription
Casino du Liban - Show,casino du liban - show,Expense,[TYPE_EXPENSE],35.0,2027-08-19 22:00:00.000,Entertainment,casino du liban - show,[TYPE_EXPENSE] casino du liban - show
Streaming Subscription - Annual,streaming subscription - annual,Expense,[TYPE_EXPENSE],9.99,2027-08-25 21:00:00.000,Entertainment,streaming subscription - annual,[TYPE_EXPENSE] streaming subscription - annual
Casino du Liban - Entry,casino du liban - entry,Expense,[TYPE_EXPENSE],35.0,2027-08-30 22:00:00.000,Entertainment,casino du liban - entry,[TYPE_EXPENSE] casino du liban - entry
Streaming Service - Monthly Fee,streaming service - monthly fee,Expense,[TYPE_EXPENSE],9.99,2027-09-05 21:00:00.000,Entertainment,streaming service - monthly fee,[TYPE_EXPENSE] streaming service - monthly fee
Cinema Royale Ticket,cinema royale ticket,Expense,[TYPE_EXPENSE],14.0,2027-09-25 20:30:00.000,Entertainment,cinema royale ticket,[TYPE_EXPENSE] cinema royale ticket
Opera House Event,opera house event,Expense,[TYPE_EXPENSE],40.0,2027-09-25 19:45:00.000,Entertainment,opera house event,[TYPE_EXPENSE] opera house event
Theatre Square Play,theatre square play,Expense,[TYPE_EXPENSE],25.0,2027-09-26 20:00:00.000,Entertainment,theatre square play,[TYPE_EXPENSE] theatre square play
Jazz Corner Live,jazz corner live,Expense,[TYPE_EXPENSE],18.0,2027-09-26 21:15:00.000,Entertainment,jazz corner live,[TYPE_EXPENSE] jazz corner live
Festival Grounds Entry,festival grounds entry,Expense,[TYPE_EXPENSE],30.0,2027-09-27 18:00:00.000,Entertainment,festival grounds entry,[TYPE_EXPENSE] festival grounds entry
Playhouse Ticket,playhouse ticket,Expense,[TYPE_EXPENSE],12.0,2027-09-27 17:30:00.000,Entertainment,playhouse ticket,[TYPE_EXPENSE] playhouse ticket
Museum of Beirut Entry,museum of beirut entry,Expense,[TYPE_EXPENSE],10.0,2027-09-28 15:00:00.000,Entertainment,museum of beirut entry,[TYPE_EXPENSE] museum of beirut entry
Science Center Visit,science center visit,Expense,[TYPE_EXPENSE],8.5,2027-09-28 11:00:00.000,Entertainment,science center visit,[TYPE_EXPENSE] science center visit
Classical Concert Ticket,classical concert ticket,Expense,[TYPE_EXPENSE],21.0,2027-10-04 19:30:00.000,Entertainment,classical concert ticket,[TYPE_EXPENSE] classical concert ticket
Art House Screening,art house screening,Expense,[TYPE_EXPENSE],29.0,2027-10-11 20:45:00.000,Entertainment,art house screening,[TYPE_EXPENSE] art house screening
Comedy Club Night,comedy club night,Expense,[TYPE_EXPENSE],16.0,2027-10-16 21:10:00.000,Entertainment,comedy club night,[TYPE_EXPENSE] comedy club night
Indie Film Night,indie film night,Expense,[TYPE_EXPENSE],24.0,2027-10-22 20:30:00.000,Entertainment,indie film night,[TYPE_EXPENSE] indie film night
Cultural Festival Entry,cultural festival entry,Expense,[TYPE_EXPENSE],36.0,2027-10-27 21:00:00.000,Entertainment,cultural festival entry,[TYPE_EXPENSE] cultural festival entry
Music Hall Ticket,music hall ticket,Expense,[TYPE_EXPENSE],29.5,2027-11-08 21:00:00.000,Entertainment,music hall ticket,[TYPE_EXPENSE] music hall ticket
Cultural Night Ticket,cultural night ticket,Expense,[TYPE_EXPENSE],38.0,2027-11-13 20:45:00.000,Entertainment,cultural night ticket,[TYPE_EXPENSE] cultural night ticket
Cinema Royale - Ticket,cinema royale - ticket,Expense,[TYPE_EXPENSE],14.0,2027-12-01 20:30:00.000,Entertainment,cinema royale - ticket,[TYPE_EXPENSE] cinema royale - ticket
Opera House - Event,opera house - event,Expense,[TYPE_EXPENSE],40.0,2027-12-01 19:45:00.000,Entertainment,opera house - event,[TYPE_EXPENSE] opera house - event
Theatre Square - Play,theatre square - play,Expense,[TYPE_EXPENSE],25.0,2027-12-02 20:00:00.000,Entertainment,theatre square - play,[TYPE_EXPENSE] theatre square - play
